Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_bottle,1.0,0.9608102167048655,0.9471113486088345
mvtec_cable,0.9606446776611695,0.962920806632821,0.9426609394503724
mvtec_capsule,0.8747506980454727,0.9728198137813094,0.9677063202429224
mvtec_carpet,0.9871589085072231,0.985537798634835,0.9809574532587167
mvtec_grid,0.9172932330827068,0.9091776991418261,0.88474018940782
mvtec_hazelnut,0.9767857142857143,0.9870215801386648,0.9804862771914628
mvtec_leather,1.0,0.9708991903192329,0.9606843802620083
mvtec_metal_nut,0.9726295210166178,0.976588832874763,0.9717137625605488
mvtec_pill,0.8687943262411347,0.9699880887234056,0.9661357474276977
mvtec_screw,0.5937692150030744,0.9199725645420447,0.9273649534628888
mvtec_tile,0.9938672438672439,0.9548873369660885,0.9363311493345103
mvtec_toothbrush,0.986111111111111,0.97696258518419,0.9678575195723743
mvtec_transistor,0.9204166666666667,0.9633983593805552,0.9261742298582254
mvtec_wood,0.9587719298245614,0.904327318795598,0.8866468599579697
mvtec_zipper,0.9259453781512605,0.882148943810909,0.856208223350003
Mean,0.9291292415642637,0.9531640757087405,0.9401852902630902
