Row Names,instance_auroc,instance_prauc,instance_mcc,full_pixel_auroc,full_pixel_prauc,full_pixel_mcc,full_pixel_pro,anomaly_pixel_auroc,anomaly_pixel_prauc,anomaly_pixel_mcc,anomaly_pixel_pro
mvtec_bottle,1.0,0.9999999999999998,1.0,0.9867589006675519,0.821167141431236,0.8788490090868013,0.6815576714088086,0.982127355808339,0.8211844629197734,0.8754772928933856,0.5804648686814463
mvtec_cable,0.9880059970014992,0.9927335504002242,0.9649437762545787,0.9833138280397261,0.7432983795465455,0.8257804612843023,0.6202912866896051,0.9749830777171653,0.7460581770463824,0.8220881758249019,0.42792979367799333
mvtec_capsule,0.9828480255285201,0.9962150902200252,0.9463308583219621,0.9908413168937794,0.4786116156114691,0.7713871451210477,0.3909978550907951,0.9889447470009447,0.4787542135313174,0.7707554791790879,0.26249281533931146
mvtec_carpet,0.9558587479935795,0.986808062406415,0.8548013767914746,0.9861920545457947,0.6366756857867703,0.8151158250895418,0.5298575279458253,0.9840969979380395,0.639569564684736,0.8138913005075943,0.3819475367377699
mvtec_grid,0.9824561403508772,0.9949581289747498,0.9674185463659148,0.9804505237205817,0.3072552783965392,0.6650790990196183,0.4024550937916878,0.9745546059575955,0.3080947434648189,0.6642900866626994,0.16770530920985077
mvtec_hazelnut,1.0,0.9999999999999998,1.0,0.9871163074802695,0.5644217891763567,0.8060453713445906,0.6038652321979356,0.9798799518605169,0.5646563575171039,0.8025817755662843,0.37750250773961297
mvtec_leather,0.9955842391304348,0.9986477743271223,0.9896827506773498,0.9925281573902921,0.4964478562931502,0.7477365506920812,0.4195429663474007,0.989972391239143,0.49649740406582,0.7469500803788433,0.217644867685627
mvtec_metal_nut,1.0,1.0,1.0,0.9901277167477003,0.9378042823188423,0.9276669054340132,0.6611418896252439,0.9875987659199406,0.9382830786418725,0.9244422928937716,0.591734594697882
mvtec_pill,0.9732678668848881,0.9950748386646303,0.9158018230554597,0.9842543509424692,0.8482485219424074,0.8824913721108574,0.4337359326553941,0.9827192554211105,0.849688662075409,0.8818035661711526,0.33641064364149503
mvtec_screw,0.9788891166222586,0.9906239458292797,0.9418360614679968,0.9934139428551357,0.3940041870359371,0.7088797514437999,0.3845603576388746,0.9918353238028361,0.39459929477317424,0.7086242609096042,0.18092148926235235
mvtec_tile,0.9917027417027418,0.9973258213541825,0.9796895254394519,0.9684983561667627,0.6390660113833966,0.8380742240879573,0.6440511983587451,0.9558288149343093,0.6393797045751867,0.8314720978991499,0.5042141691425375
mvtec_toothbrush,1.0,0.9999999999999999,1.0,0.987091691430927,0.4649680284823828,0.7819570912881465,0.4168229092228097,0.9819256725034122,0.46506853071938553,0.7802002071134904,0.18355207291193357
mvtec_transistor,0.9995833333333333,0.9993826219512196,0.9897319658486504,0.9548705629247557,0.6914796050315238,0.8248773789065817,0.4050603450312028,0.9241498461573556,0.7115762472022217,0.8116117994369161,0.3336332486427405
mvtec_wood,0.9947368421052631,0.9984731934731935,0.9832614889132659,0.9495791417244965,0.5869548294721787,0.7658661136432833,0.503277059404387,0.9374863193568375,0.5881788821399192,0.7625600124419651,0.34598146154910925
mvtec_zipper,0.9989495798319328,0.9997151095995209,0.9900706794262776,0.9911203675856494,0.7414505985380833,0.8522698839519819,0.6178012636331317,0.9887423510458151,0.7415372715651306,0.8512242891389373,0.5150251328454024
Mean,0.9894588420323553,0.9966638758133708,0.9682379235041589,0.9817438146077262,0.6234569206964545,0.8061384121669737,0.5143345726027898,0.974989698444224,0.6255417729948168,0.8031981811345188,0.3604773674510044
