Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_bottle,1.0,0.9678170079761202,0.9565698313011062
mvtec_cable,0.9304722638680659,0.9573275100136965,0.9396594580809032
mvtec_capsule,0.8934982050259276,0.9757633880088962,0.9712016516366321
mvtec_carpet,1.0,0.9908975023535689,0.9879663873400937
mvtec_grid,0.9891395154553049,0.9537196096410031,0.9378221275545556
mvtec_hazelnut,0.9982142857142857,0.9853267224924132,0.9772945257646445
mvtec_leather,1.0,0.990830747954713,0.9876122060007095
mvtec_metal_nut,0.9956011730205279,0.9682244829755844,0.9606082781773616
mvtec_pill,0.8919803600654663,0.9604561458885281,0.9565708651798354
mvtec_screw,0.9167862266857962,0.9665765907583835,0.9589729389315769
mvtec_tile,0.9895382395382395,0.9421149944224673,0.918539537184654
mvtec_toothbrush,1.0,0.9792313045345723,0.9713032315926493
mvtec_transistor,0.9670833333333333,0.9602495438076019,0.9285377344976687
mvtec_wood,0.9921052631578947,0.920507784513679,0.9015475287069077
mvtec_zipper,0.9926470588235294,0.9759256465715009,0.9694994015971179
Mean,0.9704710616458913,0.9663312654608487,0.954913713569761
