Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_bottle,1.0,0.9678186761093642,0.9565720959563759
mvtec_cable,0.9304722638680659,0.9573201044715423,0.9396494350580837
mvtec_capsule,0.8934982050259276,0.9757616287416429,0.9711980369378358
mvtec_carpet,1.0,0.9908972168466157,0.98796601713453
mvtec_grid,0.9891395154553049,0.9537187679998428,0.9378216180917089
mvtec_hazelnut,0.9982142857142857,0.9853260604714251,0.9772939807402867
mvtec_leather,1.0,0.9908335856606416,0.9876160397830398
mvtec_metal_nut,0.9956011730205279,0.9682238994462358,0.9606075845092376
mvtec_pill,0.8917075831969448,0.9604466766520993,0.9565616591816736
mvtec_screw,0.9167862266857962,0.9665724066984082,0.9589684515136381
mvtec_tile,0.9895382395382395,0.9421154506247246,0.9185396455764662
mvtec_toothbrush,1.0,0.979238268784614,0.9713120615776312
mvtec_transistor,0.9666666666666667,0.9602525514288055,0.9285405035259886
mvtec_wood,0.9921052631578947,0.9205103269020857,0.9015512589125615
mvtec_zipper,0.9926470588235294,0.9759301557936657,0.9695049924556781
Mean,0.9704250987435454,0.9663310517754476,0.9549135587303156
