Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_bottle,0.9976190476190476,0.9809800046648621,0.9744182271283818
mvtec_cable,0.7387556221889056,0.9326787886427764,0.923367681336297
mvtec_capsule,0.786597526924611,0.9732940620513175,0.9689278854977104
mvtec_carpet,0.5991171749598716,0.8878529399647842,0.9053618820010279
mvtec_grid,0.7435254803675857,0.7914208895701254,0.7700543847740671
mvtec_hazelnut,0.9742857142857143,0.9826938746069015,0.9734056445586708
mvtec_leather,0.8957201086956522,0.9840017160781748,0.9804294910485616
mvtec_metal_nut,0.8431085043988269,0.9852703709037632,0.9832657978421109
mvtec_pill,0.9108019639934534,0.9753013567961043,0.9729967211899179
mvtec_screw,0.4142242262758762,0.9050377905904369,0.919429880444444
mvtec_tile,0.9913419913419913,0.9577740054213894,0.9493108780616805
mvtec_toothbrush,0.9888888888888889,0.9831604798073452,0.9766806153811911
mvtec_transistor,0.885,0.9583279581193952,0.9366179438389263
mvtec_wood,0.9771929824561404,0.9275626026447195,0.9127150640570184
mvtec_zipper,0.9206932773109244,0.9511647328814965,0.9412854626396969
Mean,0.8444581673138326,0.9451014381829063,0.9392178373199802
