Row Names,instance_auroc,instance_prauc,instance_mcc,full_pixel_auroc,full_pixel_prauc,full_pixel_mcc,full_pixel_pro,anomaly_pixel_auroc,anomaly_pixel_prauc,anomaly_pixel_mcc,anomaly_pixel_pro
mvtec_bottle,1.0,0.9999999999999998,1.0,0.9867590097253748,0.8211678434870918,0.8788296120192844,0.6815957137461663,0.9821275021364213,0.8211851642939862,0.8754584198930209,0.5805149879512985
mvtec_cable,0.9880059970014992,0.9927335504002242,0.9649437762545787,0.9833136853769795,0.7432992136160554,0.8257806511162171,0.6202942829847219,0.974982944899654,0.7460589022723,0.8220884805312592,0.42793469938404977
mvtec_capsule,0.9828480255285201,0.9962150902200252,0.9463308583219621,0.9908412539709216,0.47861104647033526,0.7713681668580138,0.39100813642699717,0.9889446754377029,0.4787536584579652,0.7707365564718351,0.26250526613177655
mvtec_carpet,0.9558587479935795,0.986808062406415,0.8548013767914746,0.9861918823134477,0.6366729096897009,0.8151179282127964,0.5298677308199345,0.984096814848957,0.6395667213890343,0.8138933724113181,0.3819609495048574
mvtec_grid,0.9824561403508772,0.9949581289747498,0.9674185463659148,0.9804510837136087,0.30726124085152545,0.6650915673365142,0.40245508248932055,0.9745553340606817,0.3081007425566372,0.6643026959426641,0.16770529346726779
mvtec_hazelnut,1.0,0.9999999999999998,1.0,0.9871164034035788,0.5644228995378417,0.8060800480590878,0.6037945855811617,0.979880100489788,0.5646574794267601,0.8026156858219649,0.37739149162753977
mvtec_leather,0.9955842391304348,0.9986477743271223,0.9896827506773498,0.9925282109833637,0.49645019942387514,0.7477514217719229,0.419558730771269,0.9899724744253332,0.4964997496560738,0.7469648681558841,0.21766611538736244
mvtec_metal_nut,1.0,1.0,1.0,0.9901276539770293,0.9378041012846076,0.9276676994776082,0.6611204420475866,0.9875986893437503,0.9382829004351947,0.9244430020563618,0.5917080734997038
mvtec_pill,0.9732678668848881,0.9950748386646303,0.9158018230554597,0.9842542005683593,0.8482478606228251,0.8824901640084335,0.4337362441553269,0.9827191148191898,0.8496881015291499,0.8818026001203962,0.3364110125811319
mvtec_screw,0.9788891166222586,0.9906239458292797,0.9418360614679968,0.9934139585166405,0.39401763932487816,0.7088849502485638,0.3845589042205859,0.9918354043352869,0.39461279768441393,0.7086294753530122,0.18091953508650208
mvtec_tile,0.9917027417027418,0.9973258213541825,0.9796895254394519,0.968498310036226,0.639066142738467,0.8380947604564684,0.6440919854967523,0.9558287310566016,0.6393798215574168,0.8314917538803278,0.5042709797990479
mvtec_toothbrush,1.0,0.9999999999999999,1.0,0.9870918618145313,0.46496824842443385,0.7819588967462456,0.41682209978756385,0.9819259036196846,0.4650687487263185,0.7802020108498808,0.18355093970258937
mvtec_transistor,0.9995833333333333,0.9993826219512196,0.9897319658486504,0.9548693838955981,0.6914777178886423,0.8248805621100737,0.4050654773131741,0.9241486881743368,0.7115747681114063,0.8116122186088295,0.3336108933293832
mvtec_wood,0.9947368421052631,0.9984731934731935,0.9832614889132659,0.9495801900228772,0.5869581309095289,0.7658653578454124,0.5032793242008676,0.9374875153990647,0.5881821215346743,0.7625593618356163,0.3459844435311421
mvtec_zipper,0.9989495798319328,0.9997151095995209,0.9900706794262776,0.9911204502893114,0.7414494979270131,0.8521062114697564,0.6174630504676809,0.9887424192539007,0.7415361965734688,0.8510670132932048,0.5145959716018477
Mean,0.9894588420323553,0.9966638758133708,0.9682379235041589,0.98174383590719,0.6234583128131214,0.8061311998490932,0.5143141193672739,0.9749897541533571,0.6255431916136533,0.8031911676817052,0.3604487101723667
