Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_bottle,1.0,0.9864387354317469,0.9817047936247596
mvtec_cable,0.9857571214392804,0.9829402388084952,0.9739778819050747
mvtec_capsule,0.9812524930195453,0.9911611102234971,0.989340489872553
mvtec_carpet,0.9654895666131621,0.9874065421185988,0.9853858305255504
mvtec_grid,0.9832915622389307,0.9892455689914067,0.9856738169136624
mvtec_hazelnut,1.0,0.9856506343972967,0.977294757420484
mvtec_leather,1.0,0.9924445888926723,0.9897926776215655
mvtec_metal_nut,0.9995112414467253,0.9884620228900597,0.9854497388773007
mvtec_pill,0.980087288597927,0.9798519762126149,0.9777049565403176
mvtec_screw,0.9631071940971512,0.9947766334023973,0.9933830095449281
mvtec_tile,0.9888167388167389,0.9590840609583368,0.9423571789088006
mvtec_toothbrush,1.0,0.9867305605270419,0.9813753394870706
mvtec_transistor,1.0,0.9602698296317285,0.9282456344444072
mvtec_wood,0.9982456140350878,0.9568758520947396,0.9452669892318452
mvtec_zipper,0.9942226890756303,0.9905971429271525,0.9880927858962605
Mean,0.9893187672920121,0.9821290331671856,0.9750030587209719
