Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_bottle,1.0,0.9888237462539798,0.9849220550660943
mvtec_cable,0.9840704647676162,0.9779122435573099,0.967576522888534
mvtec_capsule,0.9696848823294775,0.9906223950620069,0.9887098282260678
mvtec_carpet,0.9201444622792938,0.9819394578456179,0.9808475149171405
mvtec_grid,0.9665831244778613,0.9804861403060006,0.9791099865681535
mvtec_hazelnut,0.9996428571428572,0.9849775674773966,0.9771221656685308
mvtec_leather,1.0,0.9927367274065021,0.9901887627675289
mvtec_metal_nut,0.9926686217008798,0.9789206510634797,0.975446793979732
mvtec_pill,0.9367157665030005,0.9473698604275921,0.944792407876387
mvtec_screw,0.8665710186513629,0.9834943291979127,0.9832162976854555
mvtec_tile,0.9880952380952382,0.946162914738957,0.925223192089065
mvtec_toothbrush,0.9972222222222222,0.9897545300034852,0.9856334343095127
mvtec_transistor,0.9987499999999999,0.9612970042560505,0.9260163104805816
mvtec_wood,0.9824561403508771,0.9376247191045977,0.9249531211607175
mvtec_zipper,0.993172268907563,0.9839899102267072,0.9805385671564861
Mean,0.9730518044952167,0.9750741464618398,0.9676197973893326
