Row Names,instance_auroc,instance_prauc,instance_mcc,full_pixel_auroc,full_pixel_prauc,full_pixel_mcc,full_pixel_pro,anomaly_pixel_auroc,anomaly_pixel_prauc,anomaly_pixel_mcc,anomaly_pixel_pro
mvtec_bottle,1.0,0.9999999999999998,1.0,0.9861478787374799,0.8071209033976031,0.8741758986498778,0.6707104715825224,0.9813039381081966,0.807136213090846,0.8706752423641222,0.5661741133547518
mvtec_cable,0.9773238380809595,0.9862019782222835,0.9225223645353253,0.9797837576524763,0.7101472761236721,0.8189365091853767,0.5954536878867244,0.9706403194134248,0.7149046786562068,0.8148728240398265,0.4056310128587896
mvtec_capsule,0.9832469086557638,0.9962802604942145,0.9599655671692898,0.9915664376594927,0.5189498638989961,0.7809879531125586,0.3974055197115519,0.9898353990361572,0.5190880935711164,0.7803960865695486,0.2702525559809619
mvtec_carpet,0.9558587479935794,0.9866785004550435,0.8763289621247503,0.9888579843944076,0.6434628975532681,0.8326503225632281,0.5287936794698063,0.9870014426478546,0.6461742993687611,0.8316193584043146,0.4142568595277227
mvtec_grid,0.9707602339181287,0.9902667655337898,0.9506282883828974,0.9736852881278234,0.25975875343837945,0.6344309249890872,0.37596212247611316,0.9705884922215976,0.2739885014646416,0.6690183664124447,0.2705313272814604
mvtec_hazelnut,0.9996428571428572,0.9997973555619428,0.9902212780045871,0.9865884931878997,0.5632688733723193,0.8007669878067469,0.6032007895987526,0.9789236544163523,0.5636244909356303,0.7972825226919966,0.37645838365518197
mvtec_leather,0.9891304347826088,0.9966623223258801,0.9574271660513305,0.992445510441579,0.49809089760806674,0.7397998147549295,0.41046455871761656,0.98998669760763,0.49832275926699954,0.7390764884361987,0.20540875305417866
mvtec_metal_nut,1.0,1.0,1.0,0.9933980135586488,0.9635393850386199,0.9378869614061569,0.6802797188180355,0.9917177865265286,0.9639184852496981,0.9351609551250073,0.6046469641298287
mvtec_pill,0.9806328423349701,0.9966079439993715,0.8991872662483997,0.9825318717480388,0.814329320223419,0.8681057378672734,0.4332276440781429,0.9807826345214036,0.8159869123327628,0.8672611996272513,0.34956877097530487
mvtec_screw,0.959007993441279,0.985143357556154,0.900788182685538,0.9944990373936832,0.42777185337522966,0.7257198350168592,0.411125033645773,0.9930528211776843,0.42870425377994625,0.7254318621735645,0.20823533935566121
mvtec_tile,0.9891774891774893,0.9968533058309488,0.9896513079338648,0.971733829910755,0.6478540016988552,0.8440768093890753,0.6497794323131483,0.9600507317742697,0.6480597241327191,0.8378188090583782,0.5121927807218853
mvtec_toothbrush,1.0,0.9999999999999999,1.0,0.9881423013026202,0.4764588251468929,0.7837147338885353,0.4133667136755937,0.9833713113635377,0.47653915055525103,0.7820099289864768,0.17871339914583123
mvtec_transistor,1.0,1.0,1.0,0.9490406942957959,0.6766079083190344,0.8072798426038799,0.355149806548454,0.9177073067963284,0.7052515254053738,0.7939926905212596,0.29996820842366173
mvtec_wood,0.9921052631578948,0.9978101023017903,0.9832614889132659,0.9513462567994851,0.5553732936507862,0.7652127836323437,0.5176708996215099,0.9406954796311956,0.5579577652534485,0.7616285013637553,0.3649333511683215
mvtec_zipper,0.9992121848739496,0.9997896070172173,0.9801052312335821,0.992529109422903,0.762212321684349,0.8626306411686324,0.6409520013614047,0.9905363133253473,0.7622642844511873,0.8616741732514202,0.5444012790384205
Mean,0.9864065862372987,0.9954727666199089,0.9606724735521887,0.9814864309755393,0.6216630916352995,0.8050917170689706,0.5122361386336767,0.9750796219045006,0.6254614091676393,0.8045279339350377,0.3714248732447975
